pvalue,gene_name
0.263409179,
0.523260695,GMEB2
0.363660687,
0.667374028,C20orf19
0.851498824,C7orf2
0.646043612,CLIC2
0.466137315,C7orf10
0.23737899,FBXL6
0.491194449,FLJ20244
0.752148922,
0.502526961,HDAC5
0.604668611,DSCR2
0.049719917,
0.394838474,ZFP161
0.766672702,
0.250081081,ZNF7
0.227269207,
0.875341823,
0.890708131,NDUFB10
0.419606864,
0.781343632,ATOX1
0.65107489,SCAMP3
0.367277097,
0.37103071,D8S2298E
0.78558378,CHI3L1
0.665802331,
0.190327218,COX6A1
0.885017886,
0.70525133,FLJ20273
0.630898286,
0.56069042,BAIAP2
0.37343809,SEMA4C
0.49687196,KIAA0997
0.141774344,DNM1
0.842793673,
0.580855893,PDEF
0.296328434,EDG5
0.741538992,
0.21926424,ADIR
0.668462094,RNPEP
0.410118465,PRO0483
0.630940065,FLJ20265
0.079755517,PALMD
0.764278205,KIAA0789
0.535884973,
0.489644496,RAB9L
0.122861519,UGDH
0.380144736,
0.263299704,KIAA1546
0.077192395,EPRS
0.21565932,KIAA0464
0.352303174,PSG3
0.825955168,KIAA1536
0.229958602,KIAA1388
0.545393516,ETFDH
0.521783953,PRKCZ
0.616722117,CA7
0.648899965,PABPC3
0.911640555,FGL2
0.10621832,KIAA0648
0.235962387,HSNOV1
0.159358294,
0.594685788,RPS2
0.750055169,PSMD9
0.376813845,
0.606864664,IL16
0.924825038,
0.126245108,CHRNA9
0.97421277,ALAS2
0.23796025,ARG1
0.34397847,LOC51004
0.134736619,C20orf42
0.343002892,
0.958544097,
0.143267564,
0.101849756,DNASE2
0.497945247,
0.937249046,
0.694615494,TACTILE
0.816701768,MRPL32
0.96847922,NUDC
0.421588232,
0.772027714,STK9
0.918375134,
0.734710059,
0.193464172,HSA9947
0.946402257,CRH
0.168930369,
0.404175237,
0.228643204,
0.822350702,PTPRS
0.545105084,UBE2E1
0.055451248,
0.157319794,
0.015772212,KPNA5
0.285192365,AIP-1
0.857370149,CNOT8
0.900461218,
0.385311915,
0.331922862,
0.022002681,CLCN1
0.683994539,
0.03679478,RTN1
0.131111675,CYP2B6
0.47095278,RNASE4
0.767206245,C(27)-3BETA-
0.111476457,
0.772233989,GRIA3
0.47091787,NPC1L1
0.747053242,ADAT1
0.349361183,SSRP1
0.169678796,
0.427725225,GRIK3
0.840067383,C20orf32
0.756232751,GPR25
0.415654541,
0.721228569,NPAT
0.555679003,RAB6A
0.746827895,FLJ12876
0.902229264,USP12
0.627065671,RPA3
0.404110304,SLC1A7
0.695255144,
0.917120621,TAF7
0.815352714,GRM6
0.384108758,AP2A2
0.362441761,
0.944007623,CXCR4
0.86017173,PPIH
0.991639769,
0.165813027,FLJ13646
0.237053614,BRDG1
0.757570049,
0.600100094,FLJ23403
0.01636072,KCNA4
0.873836415,
0.479089156,FLJ11004
0.86361704,
0.960202178,
0.289934293,
0.159695126,
0.398475844,AKNA
0.934709077,B4GALT3
0.313623823,HCN4
0.230403897,RABIF
0.906160327,
0.163343085,NYD-SP15
0.624013263,
0.241387815,VEGFB
0.580018019,
0.855579659,
0.540618526,TLR3
0.16995104,PIGR
0.389683163,CRYBB3
0.918951674,KIAA1041
0.479144433,KIAA1076
0.511104772,
0.799477453,FLJ11871
0.01979244,MATN1
0.747808878,
0.45756689,
0.327851366,
0.618119261,FLJ11749
0.553762311,ANP32C
0.32567493,FLJ22625
0.110962301,DNASE1L3
0.482175062,FLJ22494
0.045266531,
0.116933176,
0.202215388,DLC1
0.730191416,
0.627117966,
0.413127408,ATP1A3
0.680162865,BSCL2
0.669360017,
0.61619191,KIAA1510
0.350802473,TNFRSF14
0.349504972,CRYGC
0.427326919,GAPD
0.489358037,LENEP
0.527330034,TNFRSF5
0.359064983,
0.495587714,PTP4A1
0.270638395,DMD
0.930319225,ADRBK2
0.696594306,
0.127769961,FLJ10876
0.991461386,TAZ
0.25733709,KIAA0638
0.486877739,KIAA0157
0.981944304,PIG3
0.317415404,GLI2
0.862269481,
0.798171476,BCL2L2
0.849055688,FLJ21135
0.868694124,
0.135388731,
0.273591703,SEMA3F
0.876277488,HAND1
0.839142104,
0.662212946,SLC6A7
0.439104154,LY117
0.513022945,
0.782508543,ICB-1
0.791458812,DUSP3
0.956554187,FLJ13912
0.822990067,
0.930195611,
0.872640865,PLA2R1
0.467665486,
0.905968935,
0.796811826,
0.32007876,KIAA0978
0.500455151,KIAA0555
0.301206337,BRD1
0.936586816,
0.921047603,
0.574531209,P24B
0.73480147,
0.830127271,FLJ20979
0.722364617,
0.585497634,FLJ20359
0.09073891,PRP4
0.606719804,
0.572241333,GFPT1
0.257284915,IPP
0.318772894,SEI1
0.957964537,HSPC003
0.059968305,LSM6
0.141754927,CHGA
0.385251231,HIBADH
0.456910292,KIAA0179
0.577542282,AP2S1
0.670625679,ST3GALVI
0.836085003,LOC56931
0.891586772,DKFZp762K201
0.254468498,JAZ
0.512734034,ACAS2L
0.874405227,HNF4G
0.624301842,DSG3
0.769386715,FLJ21458
0.56908826,
0.91035074,C20orf51
0.397849595,DNAJC3
0.809411183,
0.334315858,GRB7
0.619901374,ED1
0.945627833,
0.110680827,
0.101779182,TRIM9
0.086212196,
0.462415437,CIC
0.049776204,NYX
0.497594851,C12orf6
0.667923746,SNAPC5
0.474655092,RPL36
0.833903849,pcnp
0.616087279,MDS026
0.173859182,CAPN1
0.064105848,
0.774158938,
0.970648624,
0.479272836,C9orf16
0.777264749,
0.479617146,SEC24D
0.333710775,LOC51660
0.609651643,FLJ12910
0.94727068,
0.911132444,RCN2
0.790069128,HRK
0.496460082,CDC25A
0.928658262,EMP3
0.191194673,
0.031277203,GUCA1A
0.850063159,
0.582903847,LENG4
0.234284166,KIAA0594
0.176170048,HSPC063
0.565321195,GLE1L
0.64696886,
0.697054216,MAOA
0.311092543,
0.441299061,FLJ23548
0.230295286,SYNGR3
0.149755824,ACO1
0.797788446,LSR7
0.799477559,DKFZp762E131
0.917950061,SYNE-2
0.690478808,
0.826259,EVX1
0.587925813,RPP20
0.661622625,GAPD
0.649098224,PLXNB2
0.599493283,NR1H4
0.817739249,
0.66779405,ACAS2
0.785051354,LOC51055
0.997771523,TUB
0.868441992,
0.906657584,PARD6G
0.614624517,
0.11658923,FOXO1A
0.284065677,
0.752094343,KIAA1172
0.909138828,SOD1
0.602127812,GHRHR
0.257033466,EVI5
0.672582044,STK35
0.708749905,KIAA0419
0.267422424,MARK1
0.466880663,KAL1
0.88522709,
0.681415404,NFATC4
0.746712124,EPHB4
0.435523659,
0.872950166,KIAA0649
0.662673817,NOH61
0.943273238,DKFZP564J086
0.352029452,
0.319745515,
0.252688882,TRF4-2
0.777368353,
0.747703044,MSH3
0.790826875,FLJ23360
0.69450602,SURF2
0.513741808,
0.798403645,FLJ22709
0.228797627,
0.765709134,FLJ20075
0.906346156,PSMA4
0.906834902,AD023
0.49340186,MAP2K4
0.751105454,HT002
0.5051844,HXB
0.320629244,KIAA0399
0.249045793,TBCA
0.937680302,CENTA2
0.184563024,NEDD4L
0.133667649,
0.148041316,FLJ13386
0.615060628,PPP2R5C
0.76842803,TRO
0.182334136,GSK3A
0.575892727,
0.577191976,
0.718095405,ARMET
0.262828297,ZNF278
0.718274682,
0.087673225,SNTB1
0.868404028,
0.815737079,DDX1
0.398540015,CETN1
0.816120607,CALM1
0.390260082,KCNK10
0.363681361,
0.42454142,
0.822987365,
0.593852093,
0.418065826,FLJ13456
0.430295283,
0.548834299,
0.473327172,PTHR2
0.897042611,GPRC5C
0.820516648,C20orf172
0.884882079,DKFZp586H062
0.361290336,SLC9A5
0.268822275,
0.851866554,
0.454910565,
0.759923768,MGC5306
0.152919985,FLJ20015
0.925176609,RTCD1
0.720363375,SCAP2
0.320327956,
0.397137467,
0.35757846,ZNF193
0.310583248,
0.468484998,E2-230K
0.584835336,ITGA10
0.277601213,SLC6A6
0.282844328,CDT6
0.998176368,
0.954932104,
0.22765826,SEC22L1
0.678214878,FLJ20859
0.65510362,
0.812251822,C8A
0.828039712,CD2
0.308523726,RIPK2
0.992906443,LANP-L
0.270189662,
0.804381068,SLC26A1
0.260646398,CIR
0.787140123,MYL2
0.660869248,
0.646439403,
0.361292045,
0.410992289,C8orf13
0.137215996,DKFZP564D206
0.114596102,FLJ14888
0.123513471,H4F2
0.743276079,PDE1A
0.689455655,ERCC3
0.893709436,FABP6
0.211328869,FAT2
0.506957894,GSA7
0.41015498,KIAA0410
0.920367838,
0.918320826,
0.972133699,NOL1R
0.082798415,ABCB11
0.621000177,GAS7
0.744228988,LOC57187
0.978712989,GPR44
0.225442968,RAD23A
0.246568388,FLJ13605
0.967742462,MX1
0.697077115,MMP8
0.669459381,RPL11
0.566092851,MGC4171
0.593941736,FLJ10490
0.441886023,FLJ20371
0.102888432,DSP
0.63116272,RAP1
0.9936546,REM
0.462178191,PORIMIN
0.423472656,ENPP4
0.835542419,LOC51644
0.300947198,UBL1
0.597264047,FLJ12895
0.110756293,KIAA1054
0.373791747,SSPN
0.80386451,DIBD1
0.649987963,
0.523427185,BAG2
0.498174943,FLJ10374
0.536145019,C1orf26
0.621893835,
0.246093028,PTE1
0.38658317,RRP4
0.260047693,FLJ10738
0.585194194,SECRET
0.348773322,TP53BPL
0.723025964,FLJ13942
0.911576386,FLJ20456
0.568253099,OAZ2
0.780286231,PCDH20
0.657714079,GPR2
0.273876714,CHRNA10
0.306578267,
0.034895816,FLJ20425
0.437175512,TIMP4
0.049746249,RGN
0.657428754,MRPL9
0.143587224,
0.381798219,
0.865945484,DKFZP586I111
0.230801943,KIAA1199
0.129153676,
0.330627599,KLK7
0.168277175,FLJ20591
0.27767118,
0.454524655,GOLPH3
0.629302583,
0.89084434,ITIH3
0.585725803,
0.358339652,CHES1
0.267056285,
0.512951951,CNN1
0.886955047,FLJ20048
0.608002761,
0.279290392,PNLIPRP2
0.396695756,SCYD1
0.909537169,NNT
0.332289794,AICDA
0.364013209,OSBPL11
0.843823966,RPL9
0.095567219,ZNF340
0.273526251,
0.492252222,
0.427355098,GAPD
0.887432368,PPP1R12B
0.582476574,
0.924290473,DKFZP434F031
0.308445215,SPARCL1
0.373132253,GROS1
0.889459902,
0.100755002,FOLR2
0.240374511,SCN6A
0.740302548,ME3
0.658026458,
0.069794477,
0.847303471,
0.439412187,VASP
0.73348621,CACNA2D2
0.98997415,KIAA1623
0.728202657,
0.218061165,NFATC1
0.1109261,
0.21273213,
0.420709063,
0.622196396,ERG
0.143574583,
0.687735482,
0.395020264,GTF3C2
0.863993285,FLJ20689
0.388376259,LOC51058
0.853973453,MYO7A
0.549747457,
0.746931064,HSPC213
0.347394683,
0.651047524,GP5
0.113647584,EN2
0.953698039,TTID
0.833784439,BANK
0.589017445,
0.447529292,STAB2
0.235871294,GABRD
0.623715064,CKB
0.626719397,MSTP031
0.095854828,
0.844610604,LOC51241
0.55670691,POLM
0.47617431,MGC10500
0.568447878,
0.358113471,
0.916138317,
0.319129008,DBT
0.182572662,
0.840180469,
0.658273345,
0.693123719,UBE2D3
0.445705955,
0.679482264,OGDH
0.734656205,
0.432672221,GSS
0.589929219,VEZATIN
0.053565223,SSA2
0.33331223,
0.497295807,E2F2
0.928619394,H1F0
0.929898366,RNF18
0.62774121,TReP-132
0.230468619,KIAA1348
0.506012388,
0.607511303,
0.466727694,AIM1
0.890086847,ZNF211
0.577263478,RNF25
0.97734999,LGALS3BP
0.719586625,
0.332443102,
0.376854001,
0.334169245,
0.04481558,FLJ22390
0.465239644,NR2E3
0.781964366,
0.801803066,FLJ12496
0.884328557,
0.590528752,NFS1
0.444690739,LECT2
0.370924615,
0.378709768,FLJ10858
0.665918638,RAD18
0.236741125,
0.744036625,FLJ11151
0.578354131,ARHGEF6
0.639709878,PCL1
0.17361825,HSPA1B
0.411689964,NUP62
0.901640079,DPP7
0.761083828,TXNL
0.410352655,CGTHBA
0.67691713,
0.074718462,KIAA0788
0.149374621,SERP1
0.698247092,
0.874039134,DTNA
0.246146257,ELK1
0.259670158,POLD3
0.73614053,
0.84913921,TK1
0.988080097,
0.051754281,CDH8
0.644923826,PLA2G2D
0.25199403,
0.750568104,
0.359786321,
0.446204958,
0.661776307,ABT1
0.287191576,
0.195628922,STAC
0.66118481,NOLA2
0.46492471,GK
0.437682102,
0.707231949,DGS-D
0.760651949,FLJ13590
0.387163832,AGTR1
0.290481818,
0.526552928,H4FI
0.320252141,
0.956267308,DAP3
0.661226059,COPG2
0.899739835,KIAA0711
0.518176718,PARD6A
0.640348699,
0.929014505,DNAJB11
0.913915993,MGC2560
0.686354679,
0.52406897,
0.893563326,STK39
0.560290169,HT010
0.240763209,
0.701250405,RBL2
0.823617728,
0.948124867,
0.961275457,CNIL
0.262171006,
0.782206173,
0.420285636,
0.514925971,MGC2574
0.435339592,PLAU
0.215990129,
0.584572913,
0.630112638,RRP46
0.505858116,FLJ13386
0.059802432,LOC51301
0.043191277,
0.094160963,
0.493999186,
0.803153592,FLJ22378
0.666661499,
0.293435464,FLJ11806
0.120640644,
0.886120234,
0.231330194,
0.966411275,COL14A1
0.647332772,MAP4
0.813255017,
0.857978402,
0.336473234,DLL1
0.607420831,MTAP
0.451422908,SSI-3
0.94697978,
0.29682656,KIAA0095
0.184748639,NLVCF
0.0361332,
0.916417796,RPS3A
0.778838186,KIAA0663
0.422379153,FXYD2
0.921932668,FLJ10479
0.69910006,
0.522462389,
0.313652138,SLC1A1
0.739305021,
0.829270584,
0.574168342,BY55
0.210977789,MACF1
0.620869,
0.252332106,KPNB3
0.487189839,CSNK2A2
0.733740359,SH2D1A
0.298313178,HADHB
0.307917949,FLJ12121
0.945050378,LYPLA3
0.79391669,
0.484260355,FLJ10700
0.122461405,TCIRG1
0.79565283,
0.985572595,PRO2893
0.857865426,PPM1B
0.326836388,FLJ21272
0.41225671,FAH
0.783400545,
0.386231021,MEFV
0.624088459,NUDEL
0.383974642,DKFZP434C153
0.306176373,SOX17
0.891250109,CORO2B
0.779045492,GAPD
0.293548181,
0.705378826,ATP6H
0.26021826,NINJ2
0.386137149,PPP2R1A
0.246105245,NDRG1
0.694569829,
0.206763451,MLPH
0.30299166,
0.501139994,
0.11327632,PPIE
0.486384176,
0.780523465,GFPT2
0.299673104,VARS2
0.414735244,FLJ10120
0.579818124,ENIGMA
0.206162136,FLJ21290
0.935967312,
0.82283815,
0.367650719,PRG3
0.555585355,PLAT
0.954721689,TACC2
0.414315902,OPN1SW
0.424592945,
0.367987026,HSA243666
0.32123193,FLJ13291
0.533735836,HGD
0.730973217,DKFZp762M136
0.181078287,WWP1
0.9713156,FCN3
0.53329768,
0.342060642,KLK11
0.462594277,SNTG2
0.064518099,DKFZp761A052
0.254903003,PURA
0.101133209,GPR105
0.960034801,HBACH
0.806842024,COX15
0.841157426,FLJ21032
0.376619365,DKFZP564F052
0.65570712,ATP4B
0.869997132,TMPRSS3
0.394945551,KIAA0140
0.449466772,
0.581859029,LIMD1
0.05736758,
0.809919077,B3GALT4
0.847615557,
0.662939848,SLC25A6
0.944941162,BLM
0.694042032,
0.48976908,APS
0.334761713,GAPD
0.174392825,FLJ10376
0.944987711,
0.712403171,CD151
0.831805764,MAN1A2
0.958029182,
0.757648755,DKFZP434C091
0.993917243,MFN2
0.547786311,VIL1
0.171897754,PER2
0.638723923,
0.187526501,ZNF226
0.619716202,EIF4B
0.653938272,GPR9
0.317901181,
0.832818761,
0.687724486,MGC2628
0.896189782,DAPK3
0.682994843,EBF
0.483367798,RHBDL
0.540297468,V1RL1
0.932199406,DKFZP564J102
0.202703505,KIAA1560
0.486489212,BNIP3L
0.140609524,
0.712296813,KIAA1040
0.85729485,DKFZP586K071
0.949024899,
0.264115885,NUCB1
0.48846216,
0.048005757,
0.650274935,GAPD
0.602257429,TRIM36
0.531374053,MYO5A
0.946580048,MYO1F
0.524005774,TNFSF4
0.758959137,
0.338359582,MGC4701
0.305833565,
0.810017716,VBP1
0.948763194,PC4
0.057286699,CETP
0.107621968,SCA2
0.495364497,
0.977685149,TLR5
0.505268699,SH2D3A
0.533055632,
0.675512581,LFNG
0.805231577,
0.006286646,
0.257595828,
0.859809585,CETN3
0.369732541,
0.812803647,BVES
0.243639764,FLJ22357
0.727703799,
0.447609691,FLJ10468
0.797848121,
0.361684934,
0.722878556,FLJ10704
0.192686013,
0.087270668,AKR1C1
0.715326183,DCTN3
0.916662719,RANBP8
0.533665319,
0.831592688,MGC16714
0.193674002,UMP-CMPK
0.242778082,TGFBI
0.964063951,NAG14
0.885294201,
0.099222764,KRT9
0.655845122,RFRP
0.926766849,NLI-IF
0.472474999,GAPD
0.49726574,HGC6.2
0.175610692,ZK1
0.878365979,
0.911978607,PPP1R3A
0.551039985,PI3
0.023448661,ADRA1B
0.608459987,CHM
0.901428836,RHO
0.779427078,H1F1
0.221615039,FLJ21019
0.775147836,
0.888000367,
0.913368849,
0.718502762,
0.742010466,CRABP1
0.280826697,LZTS1
0.903902012,FLJ20445
0.826163464,PICALM
0.533152261,PARD3
0.828139138,RAD23B
0.8901923,
0.086047868,
0.789426029,
0.185954652,CYP21A2
0.78027549,
0.827942985,MD-2
0.95848021,CLDN14
0.535638715,LIMD1
0.739443006,MMPL1
0.7317723,
0.145101182,SLC1A6
0.158120806,ELMO2
0.504545952,KIAA0459
0.304490975,
0.878089433,LOC56898
0.805306631,
0.672741336,FLJ10979
0.856986954,
0.235109239,HSPC129
0.701079214,CTNNA1
0.391263145,FLJ10074
0.758502995,GAPD
0.563032107,LOC57826
0.769748361,
0.428128317,
0.996011283,CCND3
0.105945336,TH
0.820955213,MTMR1
0.751726331,AF15Q14
0.809540556,FLJ12076
0.671923828,HDCMC04P
0.24836246,MAC30
0.103182122,HML2
0.453649747,
0.599757291,
0.24820688,GAS
0.737783358,ADCYAP1
0.664321397,
0.561040585,FLJ11795
0.872896048,NTT73
0.918044333,LOC84549
0.91669074,MPL
0.138148277,
0.431634981,CNTN6
0.26132964,BARX2
0.280464444,
0.464601012,
0.111404206,XDH
0.512275125,
0.47976623,FLJ21069
0.385577353,
0.743365081,PNN
0.245822624,FLJ14642
0.278434002,KCNIP1
0.747201277,
0.935717093,DOC-1R
0.298706512,
0.388562009,
0.54449176,FLJ13162
0.485055824,
0.849030849,
0.688059532,
0.690218529,CTSG
0.487841235,TAF10
0.926283461,PPP1R3C
0.331733837,DCLRE1A
0.781105376,
0.30031778,
0.424713827,
0.600524184,
0.560623892,
0.119022296,FLJ10634
0.193763538,LOC51619
0.716747285,BCAR3
0.219572157,CBARA1
0.750545231,DKFZp762P211
0.592565906,CKAP1
0.768337609,
0.958324293,
0.391969993,METAP1
0.794145164,KIR3DL1
0.965530383,PTEN
0.306890684,KIAA1363
0.200107309,
0.659203622,PPP4C
0.278758062,CDK2AP1
0.566268136,HRASLS2
0.091871653,
0.326281073,FLJ23119
0.745525624,PPP1R11
0.748943651,FLJ20241
0.165332977,GJB5
0.695862805,TSTA3
0.832558611,
0.315539893,USP5
0.542877126,S100A13
0.029975942,GTF2F2
0.729617883,PQBP1
0.325852803,CBX8
0.804783176,PIASY
0.309164675,
0.439533799,
0.993781362,ANXA8
0.650839532,CNOT4
0.786407731,
0.676634197,LOC51118
0.490746407,BAGE
0.92241131,
0.828705304,PIK3C2B
0.587238364,DKFZP564G092
0.023609497,
0.912016773,PPM1D
0.545080269,
0.504752334,DKFZP564M141
0.357040269,TCN1
0.863006295,ZNRD1
0.47330323,FLJ21127
0.312535085,NF2
0.649201673,
0.243252953,ACOX3
0.955413988,APOC2
0.435828135,
0.366676403,CYP19
0.93937483,
0.230984964,NPTXR
0.840014229,
0.486458256,LOC51321
0.68864996,
0.171516089,KIAA1239
0.533738212,FLJ20189
0.500792662,REPRIMO
0.620715196,
0.534071184,
0.769501798,FLJ13941
0.739275171,
0.44555454,FLJ20113
0.039018413,MtCCA
0.567294422,FLJ12331
0.53430802,LOC51617
0.084069886,
0.983808009,H2AFY
0.431904939,MAP2K1
0.683885822,NAPG
0.220984451,CPA3
0.477250055,PPFIBP1
0.279192237,
0.734604653,BM88
0.254512178,BAX
0.866511848,UBE2H
0.899257317,PAX1
0.207796166,FLJ10404
0.842529568,CPSF4
0.685156078,KIAA0856
0.397504401,KIAA0753
0.351665123,EDG1
0.242097303,TNFRSF7
0.578072408,
0.252361413,
0.248364751,MTHFR
0.814757169,
0.808236476,
0.774385382,PPP1R1A
0.859127132,SOX21
0.913841789,CDK5
0.111105699,
0.621617392,FLJ20730
0.36656108,MT2A
0.374723012,
0.611583538,NCF4
0.567344369,SLC6A5
0.524520468,OKL38
0.208774671,ADSL
0.979186151,
0.837103819,CRYM
0.933078723,STOML1
0.507363185,
0.828679559,FLJ20308
0.284616701,RPL5
0.62385184,
0.736735656,LHX2
0.273328233,KIAA1048
0.664150425,
0.506164017,
0.428828298,GAPD
0.800807838,RPS12
0.614460394,RLF
0.662062743,BLOV1
0.506132014,
0.434943286,CACNG4
0.376521817,RRH
0.788218627,
0.764741661,KCNN4
0.366394015,DUOX1
0.185732325,PDE11A
0.191796247,
0.668847162,
0.896521534,
0.913886391,
0.577365448,DKFZp434J101
0.669750693,
0.809919976,FLJ11125
0.185919953,
0.305270092,DGCR6
0.075304602,CNNM2
0.806566992,KLHL1
0.168735202,NCKAP1
0.157679186,MLL3
0.181496706,CCT7
0.086435373,LOC64116
0.087513773,KIAA0551
0.654205793,
0.067001487,APOL3
0.6291597,SLC19A2
0.795452106,
0.080778852,PCF11
0.870889408,PPP1R15A
0.862779692,ELSPBP1
0.5721142,
0.260114316,
0.228398628,
0.980164084,
0.471265602,NLN
0.451879261,ACP2
0.241272759,BRD3
0.019671108,FLJ22389
0.986550559,KIAA0795
0.894377067,DUSP14
0.794251105,PRSS21
0.167837932,DKFZP434P072
0.107640228,HPIP
0.727179264,
0.832827498,LOC51303
0.495886536,UBL3
0.988804517,RPS7
0.882904813,
0.873543326,FLJ20035
0.139994347,
0.867936593,
0.941926825,
0.95069089,TADA2L
0.498775618,
0.376803457,
0.781461955,
0.974290235,PCSK1N
0.270167282,
0.422773445,
0.7387126,SAM68
0.40927335,HNRPA0
0.396424291,HSPBP1
0.358636777,GAB2
0.72790623,KIAA0082
0.88187847,MSLN
0.685025783,DLAT
0.795821364,
0.108335582,FLJ12439
0.253322071,FLJ10508
0.076216144,KIAA0332
0.619138807,
0.871035346,
0.982543472,ZFP
0.35493881,EIF3S6IP
0.366397006,
0.996625184,
0.611013413,
0.982931365,F8A
0.687773834,SPANXA1
0.978251544,PRSS2
0.890486602,D6S2654E
0.922686977,
0.613401276,IMPDH2
0.391515055,
0.846111686,SIAT8D
0.679524651,MIL1
0.451569749,FLJ13089
0.749361331,
0.566877745,
0.030063704,TBX6
0.891261699,MIC2
0.83659775,TTYH1
0.660899157,F2RL3
0.098565338,MGC5540
0.430483195,
0.240702037,
0.471215489,UCHL3
0.784051147,FLJ20127
0.844343931,KLF13
0.374563503,ATP2B3
0.900843565,KIAA0682
0.882198708,NESH
0.773802074,HARS
0.323377608,CACNA1A
0.743455445,
0.763504972,PAL
0.43075224,LOC57863
0.683307194,
0.338194291,DENR
0.999316782,
0.51759932,MTRR
0.902307436,EIF3S1
0.850937704,BPAG1
0.032119115,
0.268245801,FLJ20539
0.767559216,
0.643294897,
0.507200845,
0.669742652,
0.317276727,KIAA1257
0.294377889,
0.773537,ZNF339
0.457999103,GAPD
0.949085037,
0.956973927,
0.70565218,
0.238686947,
0.919595348,NOTCH1
0.861849288,SPC12
0.934155164,KIAA1373
0.265475146,C3
0.531107895,UBE4A
0.689267196,
0.67277602,
0.463320878,
0.42651781,SLC16A7
0.771774525,STAU
0.748574784,GAPD
0.566957383,
0.817776798,
0.370935436,GPR68
0.620667342,
0.382887539,CFTR
0.995765351,TUBG2
0.771022715,FLJ11939
0.299400489,ZNF142
0.980941028,
0.998081509,
0.859727035,
0.821130341,
0.762790807,TUBB1
0.977914712,
0.676344862,ATP5J
0.431355068,ZFP103
0.046928237,
0.741292584,
0.492635145,LOC57107
0.318317802,RAB10
0.030315023,GABRA3
0.432928095,EPS15
0.310929975,BRAF
0.365029505,FLJ23112
0.453633318,LOC56928
0.929912078,ITPKB
0.711861455,CLN5
0.816504087,
0.431586403,RAB3D
0.465658178,HBB
0.344389727,
0.919985128,LOC51260
0.586663116,NCBP2
0.344342025,RPS15A
0.5792883,NR2C1
0.339738648,
0.617550587,GRIM19
0.948525217,
0.881566311,ADM
0.229385763,TAGLN
0.486553738,GALE
0.87910485,
0.086671381,FLJ23309
0.431932689,BCS1L
0.819609823,
0.667609799,ZNF281
0.38308605,
0.512298051,
0.014195596,DNMT3L
0.703382434,WDR13
0.200355678,JM11
0.379715852,CCND1
0.02230647,CHRNA1
0.221746699,SETMAR
0.397327427,HNF4A
0.623940999,
0.542092537,
0.585578588,
0.814523338,DNAJB12
0.313013481,NT5M
0.450323425,
0.533633704,ODZ2
0.352883891,
0.150286434,MGAT5
0.130848108,C4BPB
0.327882288,NF1
0.745445908,
0.344824449,PTHR1
0.797200521,DKFZP434A062
0.851128017,
0.820456065,PC3-96
0.945435247,KIAA0280
0.104129685,
0.098148449,MAPK8IP1
0.46251812,GAPD
0.569660153,GAPD
0.956265511,
0.903101199,
0.162696436,PPP1CC
0.921038661,ATP5D
0.596892376,KCNA10
0.140496064,POLR2A
0.701592283,
0.852717624,LMNA
0.129667011,ADAMTS13
0.812119644,APM2
0.310882587,
0.303361757,LOC57399
0.583661378,EZFIT
0.093626732,IRF4
0.407339788,INSIG1
0.569432678,
0.367271824,
0.587140374,PLSCR3
0.118174406,SKI
0.639045397,CALD1
0.609450121,
0.968386111,KIAA0155
0.47874645,MGC3047
0.334359973,FLJ20671
0.58891184,FLJ22002
0.788369399,
0.782291281,LOC56849
0.611939457,CHST4
0.984234973,
0.898497965,
0.785198763,BCAN
0.914560986,KIAA1359
0.824483609,KCNE3
0.828203187,CASP2
0.822622824,
0.265934219,SSA1
0.792126621,MLN51
0.404938344,FLJ20006
0.179122963,ARHGEF16
0.385411887,
0.425501206,CEBPG
0.285808811,LOC51255
0.056305907,DKFZP564J157
0.706389953,
0.997959042,
0.557109612,
0.214668045,
0.673859339,
0.78754477,PRO1737
0.589670877,PPM1A
0.152634619,
0.492363687,VPS41
0.549292051,KIAA0068
0.12723041,SHH
0.222426093,
0.844136608,KIAA1344
0.832152362,HSPC039
0.312079907,BMPR1B
0.413053399,
0.424707042,
0.464868718,
0.855905248,CYBA
0.602075252,SRRM1
0.617635354,NR4A1
0.921869629,FLJ10803
0.312105222,PPI5PIV
0.327133545,
0.559080045,
0.210585638,
0.568212904,DJ-1
0.777478488,
0.25608111,CKAP4
0.290321262,MYLK
0.845691295,DUSP8
0.923934966,TARS
0.761094422,NR5A1
0.933743084,SGNE1
0.976119592,
0.153247303,
0.897659311,
0.427456679,
0.948371337,ADAM19
0.445410211,GAPD
0.3375828,KIAA0220
0.521073223,IMAGE145052
0.578275975,CHRD
0.982723551,
0.526637411,KIAA0854
0.979461474,
0.54789214,LOC51316
0.786219941,
0.560634784,LGP2
0.811782457,
0.526547255,CLDN5
0.687137859,GLS
0.416064937,PRM1
0.317352553,FLJ10633
0.670599589,
0.966082086,
0.448161532,GAPD
0.230729448,
0.983446837,PIPPIN
0.216888249,KIAA1169
0.720814825,HE3-ALPHA
0.568255707,DKFZP566N034
0.44688168,OS-9
0.907873026,HPSE
0.565992607,FER1L3
0.407966928,
0.104640924,CTNND2
0.246846241,AMPD2
0.702127193,HSPC144
0.341421108,
0.961852018,CDH7
0.806135629,
0.899288063,
0.722656019,HES6
0.884841181,GRB2
0.898850412,GNRH1
0.313762179,
0.715293408,C11orf21
0.983018398,GABPA
0.761266978,
0.09837111,YY1
0.359614413,NPIP
0.380591718,EBP
0.80047806,
0.334522255,
