"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Normal_Epithelial","log2fold_change","Auc"
"706","L3MBTL2","hurdle",0.00168550959279898,-2.648758,-2.132799,0.515959,0.544
"457","FAM83F","hurdle",0.0025216250724753,-3.115478,-2.567202,0.548276,0.544
"156","BZRAP1","hurdle",0.0296056976350235,-2.897031,-2.360739,0.536292,0.544
"24","ACY1","hurdle",0.00450149611724539,-2.820239,-2.314155,0.506084,0.544
"1549","ZNF821","hurdle",0.000132778410946594,-2.699806,-2.142641,0.557165,0.543
"1536","ZNF362","hurdle",0.0116872518559142,-2.780189,-2.258327,0.521862,0.543
"1277","SNUPN","hurdle",0.00849628586599653,-2.562175,-2.051661,0.510514,0.543
"1207","SETD6","hurdle",0.0186473256991395,-2.905565,-2.405341,0.500224,0.543
"989","PLEKHA6","hurdle",0.215012687791748,-2.910439,-2.399012,0.511427,0.543
"927","PADI2","hurdle",0.00721838990163055,-3.069836,-2.547787,0.522049,0.543
"897","NOS1AP","hurdle",3.96787188868062e-05,-2.698323,-2.055305,0.643018,0.543
"836","MTMR3","hurdle",0.196103871378257,-2.768892,-2.258049,0.510843,0.543
"768","MAP2K5","hurdle",0.0151021527219214,-2.770022,-2.156925,0.613097,0.543
"649","KCNC3","hurdle",0.102480637913883,-3.215527,-2.622657,0.59287,0.543
"633","IRX4","hurdle",4.36980034652179e-21,-3.306173,-2.171464,1.134709,0.543
"588","HS6ST1","hurdle",0.0204278871503713,-2.742903,-2.217285,0.525618,0.543
"96","ARHGEF28","hurdle",0.0429490492790606,-2.917629,-2.30774,0.609889,0.543
"54","ALG14","hurdle",0.00441391378339291,-2.542524,-2.03051,0.512014,0.543
"32","ADM","hurdle",0.00191459014465563,-2.093436,-1.52599,0.567446,0.543
"15","ACADSB","hurdle",0.00197957661421105,-2.091211,-1.555546,0.535665,0.543
"11","AC008268.1","hurdle",0.00602036273880481,-2.958449,-2.290017,0.668432,0.543
"1394","TMLHE","hurdle",8.65827584253072e-05,-2.855079,-2.261433,0.593646,0.542
"1314","STBD1","hurdle",0.000161214198034226,-3.040643,-2.359262,0.681381,0.542
"1144","RPPH1","hurdle",0.00671033412647764,-2.924643,-2.36476,0.559883,0.542
"781","MBOAT1","hurdle",0.123076974169855,-2.957366,-2.405699,0.551667,0.542
"707","LAMA3","hurdle",5.79725137775394e-11,-2.661605,-1.720568,0.941037,0.542
"702","KRT80","hurdle",0.0218654211996605,-3.209411,-2.645731,0.56368,0.542
"208","CCT6B","hurdle",0.00112532465030965,-3.151489,-2.623891,0.527598,0.542
"38","AGBL5","hurdle",0.00161484518863092,-2.97646,-2.32766,0.6488,0.542
"17","ACSF2","hurdle",0.0155003794673589,-2.503158,-1.973046,0.530112,0.542
"1544","ZNF608","hurdle",0.105451874631892,-2.846207,-2.328911,0.517296,0.541
"1415","TRIM17","hurdle",1.06487262567951e-06,-3.264135,-2.503504,0.760631,0.541
"1219","SGMS2","hurdle",0.0337548627191621,-2.960351,-2.445264,0.515087,0.541
"1054","PTHLH","hurdle",5.19654181464364e-06,-2.843508,-2.029537,0.813971,0.541
"1032","PRKCZ","hurdle",0.000184987457900318,-2.978784,-2.328331,0.650453,0.541
"949","PDZD2","hurdle",0.0211792087796627,-2.948303,-2.418733,0.52957,0.541
"880","NFRKB","hurdle",0.000630363187049884,-2.744528,-2.167268,0.57726,0.541
"650","KCNC4","hurdle",0.216476456034836,-3.033546,-2.501092,0.532454,0.541
"186","CASC15","hurdle",0.000515460524358488,-2.906728,-2.27893,0.627798,0.541
"140","BCL7A","hurdle",0.0179158697058971,-2.856278,-2.337119,0.519159,0.541
"1472","VGLL1","hurdle",0.0069790975032956,-3.303754,-2.699022,0.604732,0.54
"1431","TSLP","hurdle",7.02567073900883e-05,-3.244879,-2.587947,0.656932,0.54
"1335","TAT","hurdle",3.36550090009754e-15,-3.201524,-1.858365,1.343159,0.54
"1244","SLC25A43","hurdle",0.00516628359154175,-2.676836,-2.141493,0.535343,0.54
"1132","RP11-467L13.7","hurdle",0.0269896671991312,-2.404867,-1.858797,0.54607,0.54
"931","PAMR1","hurdle",7.92441779430896e-16,-3.257377,-2.206587,1.05079,0.54
"744","LRRIQ1","hurdle",6.80217042825624e-06,-3.218014,-2.541313,0.676701,0.54
"472","FGF14-AS2","hurdle",0.000328665863939466,-3.150541,-2.499683,0.650858,0.54
"465","FBXO27","hurdle",0.036618050095044,-3.144259,-2.594315,0.549944,0.54
"374","EDARADD","hurdle",0.00200827620795731,-2.841654,-2.328955,0.512699,0.54
"343","DLK2","hurdle",7.68787789014719e-17,-3.28103,-2.24373,1.0373,0.54
"342","DLGAP1","hurdle",4.17571565303564e-05,-3.207704,-2.510247,0.697457,0.54
"157","C10orf35","hurdle",0.000160808041990774,-2.861236,-2.265988,0.595248,0.54
"137","BCL11A","hurdle",0.461235952176883,-3.189364,-2.686498,0.502866,0.54
"66","ANKRD52","hurdle",0.0291105664452843,-2.934805,-2.409447,0.525358,0.54
"1502","WWOX","hurdle",0.0779639408949795,-2.814014,-2.297149,0.516865,0.539
"1438","TTLL4","hurdle",0.0586179221241198,-3.095137,-2.56015,0.534987,0.539
"1234","SLC16A11","hurdle",4.88363376862436e-05,-3.125291,-2.46343,0.661861,0.539
"1134","RP11-61J19.5","hurdle",0.000701722389672162,-2.783326,-2.251244,0.532082,0.539
"1122","ROPN1","hurdle",6.00376415994795e-06,-3.321928,-2.685503,0.636425,0.539
"1120","RNU12","hurdle",1.7818428791873e-05,-2.742288,-2.133932,0.608356,0.539
"991","PLEKHF1","hurdle",0.0728490561397721,-2.904191,-2.383495,0.520696,0.539
"919","OSR1","hurdle",7.14131530780985e-12,-3.089863,-2.136566,0.953297,0.539
"876","NEXN","hurdle",0.00041085103587545,-2.460439,-1.792425,0.668014,0.539
"728","LINC00863","hurdle",0.00156272142016934,-2.868721,-2.366952,0.501769,0.539
"449","FAM189A2","hurdle",0.000282951131693791,-3.23125,-2.534599,0.696651,0.539
"12","AC016735.2","hurdle",7.67975843913086e-08,-3.315323,-2.624409,0.690914,0.539
"5","AASS","hurdle",0.0853434708209988,-2.950758,-2.420359,0.530399,0.539
"1479","VSNL1","hurdle",6.30527735269582e-12,-3.275867,-2.451636,0.824231,0.538
"1405","TP63","hurdle",3.10555444328413e-15,-3.292203,-2.264521,1.027682,0.538
"1387","TMEM231","hurdle",0.000476917009258996,-3.089395,-2.46134,0.628055,0.538
"894","NOL9","hurdle",0.000490942478340954,-2.783345,-2.269889,0.513456,0.538
"705","KYNU","hurdle",0.0200411490561592,-2.739101,-2.207128,0.531973,0.538
"691","KREMEN1","hurdle",0.00199431558244163,-3.11981,-2.499035,0.620775,0.538
"367","DYRK3","hurdle",0.00699759937474337,-2.916464,-2.391002,0.525462,0.538
"307","CXCL1","hurdle",3.85396696441235e-06,-3.101659,-2.295341,0.806318,0.538
"223","CDK2","hurdle",0.00333126270666423,-2.788764,-2.247677,0.541087,0.538
"124","BACH2","hurdle",0.00886880105880897,-2.894706,-2.394504,0.500202,0.538
"93","ARHGAP40","hurdle",0.00290314476554378,-3.027965,-2.526716,0.501249,0.538
"1465","USP31","hurdle",5.55628211687496e-07,-2.875629,-2.095871,0.779758,0.537
"1437","TTC38","hurdle",0.000447118002293715,-2.905104,-2.36793,0.537174,0.537
"1397","TNFRSF11B","hurdle",0.00420019395939542,-2.609136,-1.977236,0.6319,0.537
"1390","TMEM44-AS1","hurdle",0.0291763601165558,-2.691453,-2.185557,0.505896,0.537
"1343","TCEAL2","hurdle",1.76539730593571e-09,-3.264096,-2.450517,0.813579,0.537
"1293","SPATA6","hurdle",0.0282266581156444,-2.720534,-2.181679,0.538855,0.537
"1246","SLC28A3","hurdle",0.17616774862941,-3.285824,-2.763362,0.522462,0.537
"1145","RPUSD2","hurdle",0.00725374357235411,-2.989485,-2.423231,0.566254,0.537
"1001","PM20D2","hurdle",0.00778531024294062,-2.924391,-2.402066,0.522325,0.537
"922","P3H2","hurdle",0.000753236923513914,-3.018761,-2.315121,0.70364,0.537
"862","NCAM1","hurdle",0.000309477148604735,-3.206195,-2.639028,0.567167,0.537
"460","FAT2","hurdle",6.86001403870716e-11,-3.321246,-2.620599,0.700647,0.537
"176","CAD","hurdle",0.00449096316564364,-2.988516,-2.471409,0.517107,0.537
"127","BARD1","hurdle",0.0357003712797712,-2.775003,-2.272299,0.502704,0.537
"1428","TSEN2","hurdle",0.00013241543516375,-2.898243,-2.361632,0.536611,0.536
"1250","SLC34A2","hurdle",4.39512302323466e-07,-3.309005,-2.673702,0.635303,0.536
"1137","RP11-680F20.6","hurdle",0.000120604946520728,-2.982061,-2.329733,0.652328,0.536
"809","MME","hurdle",2.70098665550976e-14,-3.242294,-2.286313,0.955981,0.536
"721","LGR4","hurdle",0.00332151734301419,-3.148304,-2.596373,0.551931,0.536
"529","GPC3","hurdle",2.35376357734548e-06,-2.743775,-1.991743,0.752032,0.536
"515","GLYATL2","hurdle",8.01594750099112e-07,-3.312469,-2.620187,0.692282,0.536
"287","CPSF4","hurdle",0.0189295990856447,-2.718015,-2.19628,0.521735,0.536
"252","CITED1","hurdle",6.2662199065802e-07,-3.138868,-2.373764,0.765104,0.536
"1383","TMEM139","hurdle",0.00314144083786968,-3.025794,-2.44763,0.578164,0.535
"1258","SLC6A14","hurdle",0.000216402772951475,-3.314781,-2.745072,0.569709,0.535
"666","KIAA1456","hurdle",1.45927117721627e-06,-3.156352,-2.421962,0.73439,0.535
"651","KCNJ16","hurdle",1.19486754445317e-06,-3.317622,-2.6786,0.639022,0.535
"338","DIRAS3","hurdle",0.000499981197771593,-3.209048,-2.529873,0.679175,0.535
"283","COQ2","hurdle",0.0456121733800083,-2.896902,-2.376383,0.520519,0.535
"95","ARHGAP5-AS1","hurdle",2.76404315678516e-05,-3.211763,-2.589999,0.621764,0.535
"1209","SETMAR","hurdle",0.00690162626848602,-2.849814,-2.289497,0.560317,0.534
"1129","RP11-286B14.1","hurdle",2.31205127979937e-07,-3.306371,-2.632319,0.674052,0.534
"1082","RANBP3L","hurdle",0.00205668280659004,-3.105689,-2.467271,0.638418,0.534
"1077","RAB38","hurdle",0.003547739337924,-3.17134,-2.57108,0.60026,0.534
"863","NCKIPSD","hurdle",0.00163476108357179,-2.830221,-2.224824,0.605397,0.534
"634","ITGA10","hurdle",0.00128474880117372,-3.076578,-2.530063,0.546515,0.534
"537","GRAMD1C","hurdle",0.0137802198409449,-2.987144,-2.479624,0.50752,0.534
"154","BTC","hurdle",2.9674187563695e-05,-3.182297,-2.606091,0.576206,0.534
"77","ANXA8L1","hurdle",0.000139250436929341,-3.275033,-2.719981,0.555052,0.534
"68","ANKRD65","hurdle",0.000101660963931219,-2.94206,-2.277552,0.664508,0.534
"18","ACSM3","hurdle",6.34796264007386e-05,-3.230245,-2.59295,0.637295,0.534
"1364","TGFB2","hurdle",0.0714530446864452,-3.084986,-2.532629,0.552357,0.533
"1319","STOX1","hurdle",0.000657773630668654,-3.159847,-2.659387,0.50046,0.533
"1136","RP11-66B24.1","hurdle",6.00376415994699e-06,-3.321928,-2.763289,0.558639,0.533
"1131","RP11-319G6.1","hurdle",0.00983212126042436,-3.04454,-2.519165,0.525375,0.533
"1106","RIPK4","hurdle",0.0856127420032948,-3.207204,-2.68818,0.519024,0.533
"421","EPHB6","hurdle",5.36247431282377e-05,-3.086127,-2.400785,0.685342,0.533
"293","CRTAC1","hurdle",6.41041215615897e-05,-3.150275,-2.529548,0.620727,0.533
"10","AC005152.3","hurdle",3.44495383409652e-07,-3.320516,-2.730459,0.590057,0.533
"1128","RP11-160E2.6","hurdle",0.000889399632956336,-2.575684,-2.04502,0.530664,0.532
"981","PKP1","hurdle",0.000578539562639674,-3.136295,-2.598695,0.5376,0.532
"929","PAK3","hurdle",6.10093047227474e-07,-3.165867,-2.473923,0.691944,0.532
"769","MAP2K6","hurdle",0.00659372125462827,-2.991853,-2.490984,0.500869,0.532
"763","MAGIX","hurdle",0.00337672446671709,-2.879612,-2.369774,0.509838,0.532
"517","GMPR","hurdle",0.000717082284617518,-3.071889,-2.553654,0.518235,0.532
"237","CHAD","hurdle",4.43230967883362e-05,-2.900958,-2.281394,0.619564,0.532
"170","C4orf19","hurdle",0.00443394819845586,-3.219548,-2.692439,0.527109,0.532
"812","MOB3B","hurdle",0.0197576616065098,-2.79144,-2.27582,0.51562,0.531
"653","KCNMA1","hurdle",8.1881617677779e-05,-2.43975,-1.89533,0.54442,0.531
"623","IQCA1","hurdle",0.00452732214207505,-2.999333,-2.454058,0.545275,0.531
"67","ANKRD6","hurdle",9.52383405401469e-05,-3.13722,-2.627336,0.509884,0.531
"1503","XDH","hurdle",3.19605386531198e-08,-3.294927,-2.707584,0.587343,0.53
"1169","SAMD5","hurdle",0.00362906072699703,-3.149269,-2.572023,0.577246,0.53
"973","PI3","hurdle",1.62230747339033e-05,-3.300804,-2.604392,0.696412,0.53
"903","NTF4","hurdle",2.37377688063085e-13,-3.312585,-2.577402,0.735183,0.53
"798","MFSD2A","hurdle",0.00462488293383937,-3.147743,-2.560619,0.587124,0.53
"676","KLC4","hurdle",1.65939648708858e-05,-2.964743,-2.416206,0.548537,0.53
"575","HMGCS2","hurdle",9.6723310348041e-08,-2.792229,-1.964034,0.828195,0.53
"246","CHL1","hurdle",3.01064036320459e-09,-3.246308,-2.460932,0.785376,0.53
"117","ATP6V1B1","hurdle",7.01764226161371e-05,-3.049038,-2.456649,0.592389,0.53
"42","AJUBA","hurdle",1.27322236957761e-06,-3.006557,-2.272558,0.733999,0.53
"1417","TRIM21","hurdle",0.0287157818327633,-2.959725,-2.454532,0.505193,0.529
"1239","SLC25A27","hurdle",0.000202694779636928,-3.005765,-2.447417,0.558348,0.529
"814","MPPED2","hurdle",3.82287039777277e-06,-2.965569,-2.287092,0.678477,0.529
"714","LCA5","hurdle",0.0034780762092063,-2.790084,-2.245254,0.54483,0.529
"488","FOXO4","hurdle",0.000952046958804949,-3.088677,-2.49918,0.589497,0.529
"1140","RP5-862P8.2","hurdle",0.00878056239248142,-3.195282,-2.669603,0.525679,0.528
"1004","PNPLA7","hurdle",0.00132934178227275,-3.16424,-2.578228,0.586012,0.528
"703","KRT81","hurdle",5.92965594401938e-05,-3.144525,-2.257567,0.886958,0.528
"172","C8orf88","hurdle",0.000988519236530118,-2.962762,-2.415183,0.547579,0.528
"544","GRIA4","hurdle",8.20992242082954e-16,-3.321928,-2.468731,0.853197,0.527
"1248","SLC2A9","hurdle",4.78879108440454e-08,-3.224936,-2.570234,0.654702,0.526
"1138","RP11-6O2.4","hurdle",2.96436309713817e-11,-3.313289,-2.571379,0.74191,0.526
"941","PDE1C","hurdle",4.74963075170492e-08,-3.276652,-2.617935,0.658717,0.526
"470","FERMT1","hurdle",9.62790443648182e-08,-3.301108,-2.62219,0.678918,0.526
"331","DFNB59","hurdle",0.000366311960255494,-3.179551,-2.673519,0.506032,0.526
"28","ADGRD2","hurdle",8.20992242082165e-16,-3.317961,-2.450518,0.867443,0.526
"1127","RP11-142C4.6","hurdle",0.000300385159199359,-3.275559,-2.737859,0.5377,0.525
"924","PACRG","hurdle",1.9219210243805e-05,-3.273705,-2.764293,0.509412,0.525
"811","MNS1","hurdle",6.3269586729606e-05,-3.05745,-2.511594,0.545856,0.525
"471","FGF1","hurdle",1.19254097871071e-06,-3.144211,-2.430853,0.713358,0.525
"185","CARMN","hurdle",0.00109550365591671,-2.734781,-2.136452,0.598329,0.525
"1101","RGN","hurdle",0.000550320966513618,-3.268237,-2.761408,0.506829,0.524
"872","NEFM","hurdle",2.88972017071034e-12,-3.294271,-2.488101,0.80617,0.524
"745","LRRN1","hurdle",3.37033690834978e-06,-3.186512,-2.594148,0.592364,0.524
"736","LRAT","hurdle",2.36383302720988e-07,-3.310501,-2.751464,0.559037,0.524
"723","LIF","hurdle",0.0103706329634707,-3.162729,-2.655071,0.507658,0.524
"180","CAMK2B","hurdle",3.53718327701506e-07,-3.20756,-2.518728,0.688832,0.524
"26","ADAMTS5","hurdle",0.000388463439451034,-2.990522,-2.340899,0.649623,0.524
"610","IGHV6-1","hurdle",2.93996528250023e-05,-3.24686,-2.675861,0.570999,0.522
"548","GSTA1","hurdle",5.39460479501901e-06,-3.308087,-2.659994,0.648093,0.522
"536","GPX2","hurdle",5.24843792513691e-12,-3.253202,-2.539293,0.713909,0.522
"184","CAPN13","hurdle",3.94675346754008e-05,-3.092472,-2.556607,0.535865,0.521
"84","AQP5","hurdle",0.000194523419422171,-3.280192,-2.745336,0.534856,0.521
"624","IQCJ-SCHIP1","hurdle",0.000534245324255201,-3.145502,-2.609471,0.536031,0.52
"263","CLMP","hurdle",0.000335259103802963,-2.95441,-2.428196,0.526214,0.52
"27","ADAMTS9-AS2","hurdle",0.00741667754889851,-2.909363,-2.401289,0.508074,0.52
"645","JPH2","hurdle",2.04100289609101e-05,-3.232926,-2.683661,0.549265,0.519
"519","GNAL","hurdle",3.47289371528706e-05,-3.053792,-2.518937,0.534855,0.519
"1135","RP11-626H12.1","hurdle",2.81717302479773e-08,-3.301879,-2.768468,0.533411,0.518
"1475","VIT","hurdle",3.08840280186099e-07,-3.297951,-2.769498,0.528453,0.517
"722","LGR6","hurdle",2.61387123944684e-06,-3.284933,-2.75041,0.534523,0.517
"612","IL17B","hurdle",0.00139315186681931,-3.236453,-2.686243,0.55021,0.517
"378","EFCAB1","hurdle",3.31598015719098e-08,-3.292916,-2.763106,0.52981,0.517
